TRAINING DATASET	HUMAN ENTREZ	MOUSE ENTREZ	MAPPING	SYM	SYNONYMS	DESCRIPTION	TARGETP	YEASTMITOHOMOLOG	RICKETTSIA_BLASTP_EXPECT	MITODOMAIN	PGC_INDUCTION	COEXPRESSION_GNF_N50	PROTEOMICS	MAESTRO_SCORE	MITOCARTA_cFDR	MITOCARTA_LIST	MCARTA_TYPE	NUM_MSMS_TISSUES	CHOMOSOME	START	STOP	PFAM_DOMAINS
GO mito annotation	58510	56189	HomoloGene	PRODH2	HSPOX1	proline dehydrogenase (oxidase) 2	4			1	1	4	25-50pure	10	3%	1	proteomics	4	19	40982731	40996040	Pro_dh
	51465	56228	HomoloGene	UBE2J1	CGI-76|HSPC153|HSPC205|HSU93243|MGC12555|NCUBE1|Ubc6p	"ubiquitin-conjugating enzyme E2, J1 (UBC6 homolog, yeast)"	0			-1	0	0		-11	93%	0			6	90093062	90119337	UQ_con
	2874	56310	HomoloGene	GPS2	AMF-1|MGC104294|MGC119287|MGC119288|MGC119289	G protein pathway suppressor 2	4			-2	0	0		-4	62%	0			17	7156701	7159381	
	728689	56347	HomoloGene	LOC728689	-	"similar to eukaryotic translation initiation factor 3, subunit 8, 110kDa"	0			-1	0	2		-11	93%	0			16	28298400	28345270	eIF-3c_N | PCI
	51074	56369	HomoloGene	APIP	APIP2|CGI-29|MMRP19|dJ179L10.2	APAF1 interacting protein	0			-1	1	6		-7	86%	0			11	34860420	34894483	Aldolase_II
	10534	56390	HomoloGene	SSSCA1	p27	Sjogren's syndrome/scleroderma autoantigen 1	0			-2				-5	70%	0			11	65094518	65095814	Auto_anti-p27
	10767	56422	HomoloGene	HBS1L	DKFZp686L13262|EF-1a|ERFS|HBS1|HSPC276	HBS1-like (S. cerevisiae)	0		1.60E-38	0	1	2		-3	61%	0			6	135323208	135417714	GTP_EFTU_D3 | DUF1916 | GTP_EFTU_D2 | GTP_EFTU
	6236	56437	HomoloGene	RRAD	RAD|RAD1|REM3	Ras-related associated with diabetes	5			0	1			-3	57%	0			16	65513088	65516919	Miro | Ras
	30818	56461	HomoloGene	KCNIP3	CSEN|DREAM|KCHIP3|MGC18289	"Kv channel interacting protein 3, calsenilin"	0			0	0			-5	73%	0			2	95326798	95415551	efhand
	54851	56503	HomoloGene	ANKRD49	FGIF|FLJ20189|FLJ20441|GBIF	ankyrin repeat domain 49	0		0.000025	0	1	0		-3	61%	0			11	93866800	93872391	Ank
	8504	56535	HomoloGene	PEX3	TRG18	peroxisomal biogenesis factor 3	0			-2	0	1	0-25crude	-8	86%	0		3	6	143813809	143852837	Peroxin-3
	165721	56691	HomoloGene	DNAJB8	MGC33884	"DnaJ (Hsp40) homolog, subfamily B, member 8"	0		9.70E-20	0	0	0		-3	61%	0			3	129663971	129668780	DnaJ
	64223	56716	HomoloGene	GBL	MGC111011	G protein beta subunit-like	0			0	1	0		-6	82%	0			16	2195450	2199418	WD40
	55578	56790	HomoloGene	FAM48A	C13|C13orf19|FP757|P38IP|bA421P11.4	"family with sequence similarity 48, member A"	0			-2		1		-6	77%	0			13	36481630	36531822	
	9080	56863	HomoloGene	CLDN9	-	claudin 9	0			-2		0		-6	77%	0			16	3002206	3004506	PMP22_Claudin
	57057	57246	MGI	TBX20	-	T-box 20	0			-1	0	2		-11	93%	0			7	35237636	35259766	T-box
	2535	57265	HomoloGene	FZD2	-	frizzled homolog 2 (Drosophila)	0			-1	0			-10	90%	0			17	39990450	39992432	Fz | Frizzled
	10924	57319	HomoloGene	SMPDL3A	ASM3A|ASML3a|FLJ20177|yR36GH4.1	"sphingomyelin phosphodiesterase, acid-like 3A"	0			-1	2	2	0-25crude	-9	89%	0		5	6	123152122	123172563	Metallophos
	3338	57431	HomoloGene	DNAJC4	DANJC4|HSPF2|MCG18|MGC19482|MGC57189|MGC71863	"DnaJ (Hsp40) homolog, subfamily C, member 4"	3		7.70E-10	0	1	4	0-25ambig	3	15%	1	gfp_validated	2	11	63746211	63757091	DnaJ
	7771	57745	HomoloGene	ZNF228	Zfp112	zinc finger protein 228	0			-1	0	1		-11	93%	0			19	49522545	49552665	zf-C2H2 | KRAB
	55909	57784	HomoloGene	BIN3	MGC14978	bridging integrator 3	0			-1	0	1	0-25ambig	-9	89%	0		1	8	22533875	22582539	BAR
	57461	57905	HomoloGene	KIAA1160	-	KIAA1160 protein	5			-1	0	1	0-25ambig	-7	85%	0		2	3	130330924	130362718	Isy1
	23119	58180	HomoloGene	HIC2	HRG22|KIAA1020|ZBTB30	hypermethylated in cancer 2	0			-1	0			-10	90%	0			22	20101692	20135747	BTB | zf-C2H2
	54210	58217	HomoloGene	TREM1	TREM-1	triggering receptor expressed on myeloid cells 1	0			-1		1		-10	90%	0			6	41351689	41362434	V-set
	266812	58243	HomoloGene	NAP1L5	DRLM	nucleosome assembly protein 1-like 5	0			-2	0	0		-7	85%	0			4	89836089	89838002	
	81629	58864	HomoloGene	TSSK3	SPOGA3|STK22C|STK22D	testis-specific serine kinase 3	0			0	0	0		-6	82%	0			1	32600448	32602512	Pkinase
	49856	59002	HomoloGene	WDR8	FLJ20430|MGC99569	WD repeat domain 8	0			0	0	0		-6	82%	0			1	3537198	3556496	WD40
	10213	59029	HomoloGene	PSMD14	PAD1|POH1|rpn11	"proteasome (prosome, macropain) 26S subunit, non-ATPase, 14"	0			-1	0	1		-11	93%	0			2	161873185	161976171	Mov34
	10412	59050	HomoloGene	TINP1	CDK105|HCL-G1|NSA2|YR-29	TGF beta-inducible nuclear protein 1	0			-1	0			-10	90%	0			5	74098858	74108489	Ribosomal_S8e
	56548	60322	HomoloGene	CHST7	C6ST-2	carbohydrate (N-acetylglucosamine 6-O) sulfotransferase 7	0			-1	0	0		-11	93%	0			X	46318135	46342781	Sulfotransfer_1
	64111	60531	HomoloGene	NPVF	C7orf9|RFRP	neuropeptide VF precursor	0			-2		0		-6	77%	0			7	25230713	25234629	
	2030	63959	HomoloGene	SLC29A1	ENT1|MGC1465|MGC3778	"solute carrier family 29 (nucleoside transporters), member 1"	0			-1	1	0		-11	93%	0			6	44295370	44309855	Nucleoside_tran
	7982	64213	HomoloGene	ST7	DKFZp762O2113|ETS7q|FAM4A1|HELG|RAY1|SEN4|TSG7	suppression of tumorigenicity 7	0			-2	0	2		-7	85%	0			7	116380616	116657312	ST7
	84873	239853	HomoloGene	GPR128	FLJ14454|FLJ16382|FLJ29035|MGC142011	G protein-coupled receptor 128	0			-1		1		-10	90%	0			3	101811134	101896954	GPS | 7tm_2
	55552	240064	HomoloGene	HSZFP36	-	ZFP-36 for a zinc finger protein	0			-1	0	1		-11	93%	0			19	11693077	11710730	zf-C2H2 | KRAB
	64848	240255	HomoloGene	YTHDC2	-	YTH domain containing 2	0			-1	8	0	0-25ambig	-5	67%	0		2	5	112877308	112958879	DUF1605 | YTH | R3H | Ank | HA2 | DEAD | Helicase_C
	159371	240660	HomoloGene	TMEM20	C10orf60|FLJ33990	transmembrane protein 20	0		1.70E-09	1	0	0		2	18%	0			10	95643719	95652479	DUF6
	343450	240776	HomoloGene	KCNT2	KCa4.2|MGC119610|MGC119611|MGC119612|MGC119613|SLICK|SLO2.1	"potassium channel, subfamily T, member 2"	0			-1				-9	88%	0			1	194461535	194844121	Ion_trans_2 | BK_channel_a
	375775	241274	HomoloGene	PNPLA7	C9orf111|FLJ31318|FLJ43070|FLJ44279|NTE-R1|NTEL1|RP11-48C7.2	patatin-like phospholipase domain containing 7	0			-1	2	2		-8	87%	0			9	139474225	139564656	cNMP_binding | Patatin
	129831	241490	HomoloGene	DRB1	-	developmentally regulated RNA-binding protein 1	0			0	0	1		-6	82%	0			2	178685427	178702628	RRM_1
	55612	241639	HomoloGene	C20orf42	DTGCU2|FLJ20116|FLJ23423|KIND1|URP1	chromosome 20 open reading frame 42	0			-1		1		-10	90%	0			20	6003491	6052190	PH
	389161	242037	HomoloGene	C3orf16	-	chromosome 3 open reading frame 16	0			-2				-5	70%	0			3	150961960	150993242	
	195814	242285	HomoloGene	RDHE2	FLJ33105|RDH#2|RDH-E2	retinal short chain dehydrogenase reductase isoform 1	0		6.30E-15	0	0	0		-3	61%	0			8	57375121	57395794	KR | adh_short
	3441	242517	HomoloGene	IFNA4	INFA4|MGC142200	"interferon, alpha 4"	0			-1	0	0		-11	93%	0			9	21176692	21177669	Interferon
	441869	242805	HomoloGene	LOC441869	-	similar to TRP (transient receptor potential) channel family member (trp-4)	0		0.000063	0		1		-3	54%	0			1	1343662	1346247	Ank
	283383	243277	HomoloGene	GPR133	DKFZp434B1272|FLJ16770|MGC138512|MGC138514|PGR25	G protein-coupled receptor 133	0			-1		0		-10	90%	0			12	130004789	130189785	Dicty_CAR | GPS | 7tm_2
	84865	243510	HomoloGene	FLJ14397	-	hypothetical protein FLJ14397	0			-2		0		-6	77%	0			2	74554736	74563630	
	25799	243834	HomoloGene	ZNF324	ZF5128|ZNF324A	zinc finger protein 324	3			-1	0	3		-7	85%	0			19	63670274	63676576	zf-C2H2 | KRAB
	163175	243914	HomoloGene	LGI4	LGIL3	"leucine-rich repeat LGI family, member 4"	0			-1	0	2		-11	93%	0			19	40307256	40317943	EPTP | LRR_1
	123722	244091	HomoloGene	FSD2	RP11-127F21|SPRYD1	fibronectin type III and SPRY domain containing 2	0			-1	2	2		-8	87%	0			15	81224906	81271874	fn3 | SPRY
	5681	244631	HomoloGene	PSKH1	-	protein serine kinase H1	0			0	0	1		-6	82%	0			16	66484715	66521081	Pkinase
	341208	244698	HomoloGene	HEPHL1	DKFZp686F22190	hephaestin-like 1	0			-1	1		0-25ambig	-8	86%	0		1	11	93393411	93487021	Cu-oxidase_2
	57569	244867	HomoloGene	ARHGAP20	KIAA1391|RARHOGAP	Rho GTPase activating protein 20	0			-1	0	0	0-25ambig	-9	89%	0		3	11	109952975	110088660	RhoGAP | RA
	131873	245026	HomoloGene	LOC131873	-	hypothetical protein LOC131873	0			-1				-9	88%	0			3	131715978	131878579	VWA | Collagen
	84631	245450	HomoloGene	SLITRK2	CXorf2|DKFZp451E1911|KIAA1854|MGC129912|MGC129913|SLITL1	"SLIT and NTRK-like family, member 2"	0			-1				-9	88%	0			X	144707041	144715051	LRRNT | LRR_1
	54413	245537	HomoloGene	NLGN3	ASPGX1|AUTSX1|HNL3|KIAA1480	neuroligin 3	0			-1		2	0-25ambig	-9	87%	0		3	X	70281435	70307775	COesterase
	9992	246133	HomoloGene	KCNE2	LQT5|LQT6|MGC138292|MIRP1	"potassium voltage-gated channel, Isk-related family, member 2"	0			-2	0	0		-7	85%	0			21	34658192	34665309	
	23221	246710	HomoloGene	RHOBTB2	DBC2|KIAA0717	Rho-related BTB domain containing 2	0			-1		0		-10	90%	0			8	22913406	22933652	Miro | BTB | Ras
	54826	252876	HomoloGene	FLJ20125	-	hypothetical protein FLJ20125	0			-2	0			-6	76%	0			5	102451418	102483738	rve
	403284	257667	HomoloGene	OR6C68	-	"olfactory receptor, family 6, subfamily C, member 68"	0			-1		0		-10	90%	0			12	54172413	54173366	7tm_1
	127623	257962	HomoloGene	OR2B11	-	"olfactory receptor, family 2, subfamily B, member 11"	0			-1				-9	88%	0			1	245680953	245681906	7tm_1
	402317	258366	HomoloGene	OR2A42	-	"olfactory receptor, family 2, subfamily A, member 42"	0			-1		0		-10	90%	0			7	143559936	143560850	7tm_1
	26534	258423	HomoloGene	OR10G2	OR14-41	"olfactory receptor, family 10, subfamily G, member 2"	0			-1				-9	88%	0			14	21171905	21172837	7tm_1
	138804	258821	HomoloGene	OR13C4	HSHTPCRX17|HTPCRX17|OR2K1|OR37F|OR9-7	"olfactory receptor, family 13, subfamily C, member 4"	0			-1		1		-10	90%	0			9	106328354	106329310	7tm_1
	125962	258908	HomoloGene	OR7G1	OR19-15|OR19-8|OR7G1P	"olfactory receptor, family 7, subfamily G, member 1"	0			-1		2		-10	90%	0			19	9086273	9087438	7tm_1
	119774	259106	HomoloGene	OR52K2	OR11-7	"olfactory receptor, family 52, subfamily K, member 2"	0			-1		0		-10	90%	0			11	4427145	4428089	7tm_1
	11202	259277	HomoloGene	KLK8	HNP|NP|NRPN|PRSS19|TADG14	kallikrein-related peptidase 8	0			0	0	0		-6	82%	0			19	56191075	56196769	Trypsin
	1024	264064	HomoloGene	CDK8	K35|MGC126074|MGC126075	cyclin-dependent kinase 8	0			0	0	0		-6	82%	0			13	25726755	25876568	Pkinase
	154214	268291	HomoloGene	IBRDC1	C6orf172|MGC26996|dJ84N20.1	IBR domain containing 1	0			-1	0	0		-11	93%	0			6	125346212	125446359	IBR
	57597	268515	HomoloGene	BAHCC1	BAHD2|FLJ23058|KIAA1447	BAH domain and coiled-coil containing 1	5			-1	1	0		-9	87%	0			17	76987560	77047952	BAH
	55701	268739	HomoloGene	FLJ10357	SOLO	hypothetical protein FLJ10357	0			-2	0	0		-7	85%	0			14	20608366	20627875	
	401399	101359	HomoloGene	LOC401399	-	hypothetical gene supported by BC063892	0			-2	0	2		-7	85%	0			7	127777641	127788970	
	2052	13849	HomoloGene	EPHX1	EPHX|EPOX|MEH	"epoxide hydrolase 1, microsomal (xenobiotic)"	0			-1	0	2	25-50crude	-9	89%	0		2	1	224079598	224099883	EHN | Abhydrolase_1
	23040	17933	HomoloGene	MYT1L	-	myelin transcription factor 1-like	0			-1	0	0		-11	93%	0			2	1771891	2314051	zf-C2HC | MYT1
	8808	107527	HomoloGene	IL1RL2	IL1R-rp2|IL1RRP2	interleukin 1 receptor-like 2	0			-1	0	1		-11	93%	0			2	102169864	102222242	TIR | ig
	10501	20359	HomoloGene	SEMA6B	SEM-SEMA-Y|SEMA-VIB|SEMAN|Sema VIb|semaZ	"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6B"	0			-1	0	1		-11	93%	0			19	4493599	4509502	PSI | Sema
	10066	24044	HomoloGene	SCAMP2	-	secretory carrier membrane protein 2	0			-1	1	1	0-25ambig	-9	89%	0		3	15	72924249	72952722	SCAMP
	666	51800	HomoloGene	BOK	BCL2L9|BOKL|MGC4631	BCL2-related ovarian killer	0			0	1	0		-6	82%	0			2	242146864	242162225	Bcl-2
	140856	66328	HomoloGene	C20orf79	HSD22|MGC138229|dJ1068E13.2	chromosome 20 open reading frame 79	0			1	0	0		-1	42%	0			20	18742369	18743035	SCP2
	51669	67887	HomoloGene	TMEM66	FLJ22274|FOAP-7|HSPC035|MGC8721|XTP3	transmembrane protein 66	1			-2	0	0		4	12%	0			8	30040172	30060190	DUF1183
	10221	211770	HomoloGene	TRIB1	C8FW|GIG2|SKIP1	tribbles homolog 1 (Drosophila)	2			0	0	0		0	33%	0			8	126511744	126519826	Pkinase
	5655	69540	HomoloGene	KLK10	NES1|PRSSL1	kallikrein-related peptidase 10	0			0	0	0		-6	82%	0			19	56209337	56215093	Trypsin
	28965	225579	HomoloGene	SLC27A6	ACSVL2|DKFZp779M0564|FACVL2|FATP6|VLCS-H1	"solute carrier family 27 (fatty acid transporter), member 6"	0		0.00000049	0		0	0-25ambig	-1	38%	0		1	5	128329108	128397233	AMP-binding
	26227	236539	HomoloGene	PHGDH	3-PGDH|3PGDH|MGC3017|PDG|PGAD|PGD|PGDH|SERA	phosphoglycerate dehydrogenase	0			0		1		-6	75%	0			1	120056032	120088360	2-Hacid_dh | 2-Hacid_dh_C
	57189	243780	HomoloGene	KIAA1147	LCHN|PRO2561	KIAA1147	0			-2	0	0		-7	85%	0			7	141002996	141048421	
	286183	269513	HomoloGene	FAM77D	FLJ39630	"family with sequence similarity 77, member D"	0			-2	1	0		-7	85%	0			8	63324054	64074764	DUF798
	51062	73991	HomoloGene	SPG3A	AD-FSP|ATL1|FSP1|GBP3|SPG3|atlastin1	spastic paraplegia 3A (autosomal dominant)	0			-1	0		0-25ambig	-8	86%	0		3	14	50096499	50169140	GBP
	57519	668880	HomoloGene	STARD9	DKFZp781J069|FLJ16106|FLJ21936|KIAA1300	START domain containing 9	0			-1			0-25ambig	-7	85%	0		2	15	40714297	40800487	Kinesin
	128821	13013	HomoloGene	CST9L	bA218C14.1	cystatin 9-like (mouse)	0			-1	0	1		-11	93%	0			20	23493368	23497328	Cystatin
GO mito annotation	9463	18693	HomoloGene	PICK1	MGC15204|PRKCABP	protein interacting with PRKCA 1	0			0	0			-5	73%	0			22	36783207	36801653	PDZ | Arfaptin
	7032	21785	HomoloGene	TFF2	SML1|SP	trefoil factor 2 (spasmolytic protein 1)	0			-1	0	1		-11	93%	0			21	42639534	42644175	Trefoil
	79190	64379	HomoloGene	IRX6	IRX-3|IRX7	iroquois homeobox protein 6	5			-1				-7	85%	0			16	53915971	53922172	Homeobox
	2009	68519	HomoloGene	EML1	ELP79|EMAP|EMAPL|FLJ45033|HuEMAP	echinoderm microtubule associated protein like 1	0			0	1			-5	73%	0			14	99329497	99478149	HELP | WD40
	113612	71519	HomoloGene	CYP2U1	P450TEC	"cytochrome P450, family 2, subfamily U, polypeptide 1"	4			0	0			-2	48%	0			4	109072165	109094061	p450
	128864	75480	HomoloGene	C20orf144	dJ63M2.6	chromosome 20 open reading frame 144	0			-2	0			-6	76%	0			20	31713780	31715380	
	23424	100121	HomoloGene	TDRD7	KIAA1529|PCTAIRE2BP|RP11-508D10.1|TRAP	tudor domain containing 7	0			0	1	1		-6	82%	0			9	99214124	99298227	TUDOR
	1106	244059	HomoloGene	CHD2	DKFZp781D1727	chromodomain helicase DNA binding protein 2	0	1		-1		3	0-25pure	1	26%	0		2	15	91244422	91366395	SNF2_N | Helicase_C | Chromo | ResIII
	148137	333193	HomoloGene	C19orf55	DKFZp434C2231|FLJ30657|MGC131952	chromosome 19 open reading frame 55	0			-2				-5	70%	0			19	40940883	40951916	
	729402	635258	HomoloGene	LOC729402	-	similar to 60S ribosomal protein L21	0			-1				-9	88%	0			10	122104134	122121163	Ribosomal_L21e
	90379	212123	HomoloGene	LOC90379	MGC99481	hypothetical protein BC002926	0			-2	1	0		-7	85%	0			19	13924318	13933255	
	114786	497097	HomoloGene	XKR4	KIAA1889|XRG4	"XK, Kell blood group complex subunit-related family, member 4"	0			-2	0			-6	76%	0			8	56177570	56601267	
T~mito	6514	20526	HomoloGene	SLC2A2	GLUT2	"solute carrier family 2 (facilitated glucose transporter), member 2"	0			-1	0	0	0-25crude	-12	93%	0		2	3	172196830	172227461	Sugar_tr | MFS_1
	85453	239364	HomoloGene	TSPYL5	KIAA1750	TSPY-like 5	0			-1	0	1		-11	93%	0			8	98354889	98359351	NAP
T~mito	401262	114570	HomoloGene	CRIP3	TLP|TLP-A|bA480N24.2	cysteine-rich protein 3	0			-1	0	0		-11	93%	0			6	43381681	43384507	LIM
T~mito	92211	170677	HomoloGene	PCDH21	DKFZp434A132|KIAA1775	protocadherin 21	0			-1	1	0		-11	93%	0			10	85944496	85967101	Cadherin
	92104	78802	HomoloGene	TTC30A	FLJ13946	tetratricopeptide repeat domain 30A	0			0		1		-6	75%	0			2	178187271	178191939	TPR_1 | TPR_2
	8544	69656	HomoloGene	PIR	-	pirin (iron-binding nuclear protein)	0			-1	1			-10	90%	0			X	15312841	15421384	Pirin_C | Pirin
	3792	23925	HomoloGene	KEL	CD238|ECE3	"Kell blood group, metallo-endopeptidase"	0			-1	0	3		-11	93%	0			7	142348322	142369624	Peptidase_M13 | Peptidase_M13_N
T~mito	1308	12821	HomoloGene	COL17A1	BA16H23.2|BP180|BPAG2|KIAA0204|LAD-1	"collagen, type XVII, alpha 1"	0			-1	0	0		-11	93%	0			10	105781035	105835627	Collagen
T~mito	1387	12914	HomoloGene	CREBBP	CBP|RSTS|RTS	CREB binding protein (Rubinstein-Taybi syndrome)	0			-1	0	0		-11	93%	0			16	3716567	3870711	Bromodomain | Creb_binding | ZZ | DUF906 | KIX | zf-TAZ | DUF902
T~mito	1462	13003	HomoloGene	CSPG2	DKFZp686K06110|ERVR|VERSICAN|WGN|WGN1	chondroitin sulfate proteoglycan 2 (versican)	0			-1	0	1		-11	93%	0			5	82803338	82912736	Lectin_C | Xlink | EGF | EGF_2 | Sushi | V-set
T~mito	1605	13138	HomoloGene	DAG1	156DAG|A3a|AGRNR|DAG	dystroglycan 1 (dystrophin-associated glycoprotein 1)	0			-2	0	1		-7	85%	0			3	49482594	49548047	DAG1
T~mito	64215	13418	HomoloGene	DNAJC1	DNAJL1|ERdj1|HTJ1|MGC131954	"DnaJ (Hsp40) homolog, subfamily C, member 1"	4		1.20E-12	-1	0	0		-5	72%	0			10	22085512	22332475	Myb_DNA-binding | DnaJ
T~mito	1837	13527	HomoloGene	DTNA	D18S892E|DRP3|DTN|LVNC1	"dystrobrevin, alpha"	0			-1	1	1		-11	93%	0			18	30327278	30725363	ZZ | efhand_2 | efhand_1
T~mito	1915	13627	HomoloGene	EEF1A1	CCS-3|CCS3|EEF-1|EEF1A|EF-Tu|EF1A|FLJ25721|GRAF-1EF|HNGC:16303|LENG7|MGC102687|MGC131894|MGC16224|PTI1|eEF1A-1	eukaryotic translation elongation factor 1 alpha 1	0		3.30E-42	0	1	0	25-50crude	-2	46%	0		13	6	74282193	74287475	GTP_EFTU_D3 | GTP_EFTU_D2 | GTP_EFTU
T~mito	2056	13856	HomoloGene	EPO	EP|MGC138142	erythropoietin	0			-1	0	1		-11	93%	0			7	100156358	100159258	EPO_TPO
T~mito	53335	14025	HomoloGene	BCL11A	BCL11A-L|BCL11A-S|BCL11A-XL|CTIP1|EVI9|FLJ10173|FLJ34997|KIAA1809	B-cell CLL/lymphoma 11A (zinc finger protein)	0			0	2			-2	51%	0			2	60531805	60634136	zf-C2H2
T~mito	2205	14125	HomoloGene	FCER1A	FCE1A|FcERI	"Fc fragment of IgE, high affinity I, receptor for; alpha polypeptide"	0			-1	0	0		-11	93%	0			1	157526127	157544637	ig | V-set
T~mito	2274	14200	HomoloGene	FHL2	AAG11|DRAL|SLIM3	four and a half LIM domains 2	0			-1	1	2		-11	93%	0			2	105343714	105421391	LIM
T~mito	23413	14299	HomoloGene	FREQ	DKFZp761L1223|FLUP|NCS-1|NCS1	frequenin homolog (Drosophila)	0			0	1	0	25-50ambig	-2	45%	0		3	9	131974677	132038726	efhand
T~mito	2626	14463	HomoloGene	GATA4	MGC126629	GATA binding protein 4	0			-1	2	0		-8	87%	0			8	11599161	11654917	GATA | GATA-N
T~mito	2697	14609	HomoloGene	GJA1	CX43|DFNB38|GJAL|ODD|ODDD|ODOD|SDTY3	"gap junction protein, alpha 1, 43kDa (connexin 43)"	0			-2	0	0	25-50crude	-5	74%	0		4	6	121798486	121812570	Connexin43 | Connexin
T~mito	2890	14799	HomoloGene	GRIA1	GLUH1|GLUR1|GLURA|HBGR1|MGC133252	"glutamate receptor, ionotropic, AMPA 1"	0			-1	0	0		-11	93%	0			5	152850498	153171353	Lig_chan | ANF_receptor
T~mito	83903	14841	HomoloGene	GSG2	-	germ cell associated 2 (haspin)	2			-2	0	1		-1	37%	0			17	3573945	3576741	
T~mito	3060	15171	HomoloGene	HCRT	OX|PPOX	hypocretin (orexin) neuropeptide precursor	0			-2	0	0		-7	85%	0			17	37589603	37590995	Orexin
T~mito	64399	15245	HomoloGene	HHIP	FLJ20992|FLJ90230|HIP	hedgehog interacting protein	0			-1	0			-10	90%	0			4	145786622	145879330	EGF | EGF_2
T~mito	8091	15364	HomoloGene	HMGA2	BABL|HMGI-C|HMGIC|LIPO	high mobility group AT-hook 2	0			-1	0	0		-11	93%	0			12	64504506	64646337	AT_hook
T~mito	3249	15451	HomoloGene	HPN	TMPRSS1	"hepsin (transmembrane protease, serine 1)"	0			0	0	4		-6	82%	0			19	40223249	40249314	Trypsin | Hepsin-SRCR
T~mito	3398	15902	HomoloGene	ID2	GIG8|ID2A|ID2H|MGC26389	"inhibitor of DNA binding 2, dominant negative helix-loop-helix protein"	3			0	4	1		2	15%	0			2	8739563	8742033	HLH
T~mito	3655	16403	HomoloGene	ITGA6	CD49f|ITGA6B|VLA-6	"integrin, alpha 6"	0			-1	0	0		-11	93%	0			2	173000615	173079250	Integrin_alpha2 | FG-GAP | Integrin_alpha
T~mito	6453	16443	HomoloGene	ITSN1	ITSN|MGC134948|MGC134949|SH3D1A|SH3P17	intersectin 1 (SH3 domain protein)	0			-1	0	0	0-25ambig	-9	89%	0		2	21	33936653	34183478	SH3_1 | PH | RhoGEF | M | SH3_2 | efhand | C2
T~mito	3776	16526	HomoloGene	KCNK2	MGC126742|MGC126744|TPKC1|TREK|TREK-1|TREK1|hTREK-1c|hTREK-1e	"potassium channel, subfamily K, member 2"	0			-1	0	0		-11	93%	0			1	213245764	213477058	Ion_trans_2
T~mito	3895	16709	HomoloGene	KTN1	CG1|KIAA0004|KNT|MGC133337|MU-RMS-40.19	kinectin 1 (kinesin receptor)	0		0.0000011	-2	0	4	0-25ambig	-2	49%	0		3	14	55116792	55221049	M
T~mito	9181	16800	HomoloGene	ARHGEF2	DKFZp547L106|DKFZp547P1516|GEF|GEF-H1|GEFH1|KIAA0651|LFP40|P40	rho/rac guanine nucleotide exchange factor (GEF) 2	0			-1	0		0-25ambig	-8	86%	0		2	1	154183268	154214574	PH | RhoGEF | C1_1
T~mito	4082	17118	HomoloGene	MARCKS	80K-L|FLJ14368|FLJ90045|MACS|MRACKS|PKCSL|PRKCSL	myristoylated alanine-rich protein kinase C substrate	0			-1		0	25-50ambig	-6	76%	0		7	6	114285248	114289672	MARCKS
T~mito	4148	17182	HomoloGene	MATN3	EDM5|HOA	matrilin 3	0			-1	0			-10	90%	0			2	20055293	20075935	EGF | VWA | EGF_CA
T~mito	4175	17219	HomoloGene	MCM6	MCG40308|Mis5|P105MCM	minichromosome maintenance deficient 6 homolog (S. cerevisiae)	0			-1	0	0		-11	93%	0			2	136313665	136350480	MCM
T~mito	4301	17356	HomoloGene	MLLT4	AF-6|AF6|AFADIN|FLJ34371|RP3-431P23.3	"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 4"	0			-1	1			-10	90%	0			6	167970519	168115551	DIL | PDZ | FHA | RA
T~mito	9633	17771	HomoloGene	MTL5	MTLT|TESMIN	"metallothionein-like 5, testis-specific (tesmin)"	0			-2	0			-6	76%	0			11	68231483	68275563	CXC
T~mito	8736	17929	HomoloGene	MYOM1	MGC134946|MGC134947|SKELEMIN	myomesin 1 (skelemin) 185kDa	0			-1	1	3	0-25ambig	-9	89%	0		2	18	3056804	3210105	I-set | fn3 | ig | V-set
T~mito	4735	18000	HomoloGene	2-Sep	DIFF6|KIAA0158|NEDD5|hNedd5	septin 2	0			-1	0	0	0-25crude	-12	93%	0		3	2	241903395	241942114	Septin
T~mito	4800	18044	HomoloGene	NFYA	CBF-A|CBF-B|HAP2|NF-YA	"nuclear transcription factor Y, alpha"	0			-1	0			-10	90%	0			6	41148687	41174712	CBFB_NFYA
T~mito	9241	18121	HomoloGene	NOG	SYM1|SYNS1	noggin	0			-1	0	0		-11	93%	0			17	52026273	52027545	Noggin
T~mito	4916	18213	HomoloGene	NTRK3	TRKC|gp145(trkC)	"neurotrophic tyrosine kinase, receptor, type 3"	0			-1	0			-10	90%	0			15	86220991	86600664	Pkinase_Tyr | LRRNT | I-set | Pkinase | LRR_1 | ig
	54329	64450	HomoloGene	GPR85	SREB|SREB2	G protein-coupled receptor 85	0			-1	0	0		-11	93%	0			7	112507703	112515014	7tm_1
	23743	64918	HomoloGene	BHMT2	FLJ20001	betaine-homocysteine methyltransferase 2	0			-1	0	4		-11	93%	0			5	78401338	78421044	S-methyl_trans
	5639	65116	HomoloGene	PRRG2	PRGP2	proline rich Gla (G-carboxyglutamic acid) 2	0			-1	1	0		-11	93%	0			19	54778279	54786007	Gla
	200185	66059	HomoloGene	KRTCAP2	KCP2	keratinocyte associated protein 2	0			-2	1	2		-7	85%	0			1	153408507	153412427	
